Order_ID,Order_Date,Region,Sales_Channel,Product_Category,Payment_Method,Units_Sold,Unit_Price,Discount,Customer_Rating,Delivery_Days,Inventory_Available,Gross_Sales,Net_Sales,Cost,Profit,Profit_Margin
RET-50332,2023-09-26 18:38:02.536151280,East,Online,Electronics,Debit Card,1,1141.73,0.0,3.9,5.0,77,1141.73,1141.73,698.11,443.62,38.86
RET-50333,2023-09-27 14:07:20.489432704,North,Online,Furniture,Cash,8,658.99,0.05,3.4,6.0,52,5271.92,5008.32,3566.77,1441.55,28.78
RET-50334,2023-09-28 09:36:38.442714128,East,Store,Beauty,Credit Card,14,4005.42,0.05,4.0,6.0,159,56075.88,53272.09,34360.15,18911.94,35.5
RET-50335,2023-09-29 05:05:56.395995552,South,Wholesale,Electronics,Debit Card,9,1600.72,0.0,3.4,4.0,208,14406.48,14406.48,11075.87,3330.61,23.12
RET-50336,2023-09-30 00:35:14.349276976,South,Store,Furniture,UPI,1,1000.18,0.15,4.5,5.0,189,1000.18,850.15,624.22,225.93,26.58
RET-50337,2023-09-30 20:04:32.302558400,West,Online,Furniture,Net Banking,9,963.63,0.05,4.1,3.0,17,8672.67,8239.04,5545.54,2693.5,32.69
RET-50338,2023-10-01 15:33:50.255839824,South,Wholesale,Furniture,UPI,2,1709.21,0.1,3.8,6.0,163,3418.42,3076.58,1930.6,1145.98,37.25
RET-50339,2023-10-02 11:03:08.209121244,South,Wholesale,Office Supplies,Debit Card,10,1022.65,0.05,4.5,5.0,231,10226.5,9715.17,6509.84,3205.33,32.99
RET-50340,2023-10-03 06:32:26.162402668,East,Store,Office Supplies,Cash,7,3270.85,0.1,4.0,4.0,92,22895.95,20606.36,12933.66,7672.7,37.23
RET-50341,2023-10-04 02:01:44.115684092,North,Online,Clothing,Debit Card,6,657.24,0.15,3.6,7.0,123,3943.44,3351.92,2141.6,1210.32,36.11
RET-50342,2023-10-04 21:31:02.068965516,East,Online,Clothing,UPI,3,537.83,0.0,3.8,6.0,231,1613.49,1613.49,941.58,671.91,41.64
RET-50343,2023-10-05 17:00:20.022246940,West,Store,Office Supplies,UPI,3,3001.57,0.05,3.5,6.0,78,9004.71,8554.47,4603.71,3950.76,46.18
RET-50344,2023-10-06 12:29:37.975528364,North,Online,Office Supplies,Debit Card,5,909.94,0.1,3.3,4.0,186,4549.7,4094.73,3307.91,786.82,19.22
RET-50345,2023-10-07 07:58:55.928809788,West,Online,Electronics,UPI,7,3019.94,0.0,4.4,4.0,110,21139.58,21139.58,10486.94,10652.64,50.39
RET-50346,2023-10-08 03:28:13.882091212,South,Store,Furniture,Debit Card,8,2125.99,0.1,3.6,5.0,180,17007.92,15307.13,7611.31,7695.82,50.28
RET-50347,2023-10-08 22:57:31.835372636,West,Store,Furniture,Credit Card,10,496.37,0.2,3.6,5.0,108,4963.7,3970.96,2053.68,1917.28,48.28
RET-50348,2023-10-09 18:26:49.788654060,East,Wholesale,Clothing,Net Banking,14,807.46,0.15,4.6,5.0,115,11304.44,9608.77,5917.89,3690.88,38.41
RET-50349,2023-10-10 13:56:07.741935484,East,Online,Clothing,Credit Card,1,1239.09,0.1,3.1,5.0,132,1239.09,1115.18,728.5,386.68,34.67
RET-50350,2023-10-11 09:25:25.695216908,South,Store,Clothing,Debit Card,14,1039.81,0.0,3.5,5.0,65,14557.34,14557.34,8499.2,6058.14,41.62
RET-50351,2023-10-12 04:54:43.648498332,East,Store,Beauty,Cash,8,1461.1,0.0,3.6,7.0,147,11688.8,11688.8,8566.25,3122.55,26.71
RET-50352,2023-10-13 00:24:01.601779756,,Online,Office Supplies,Cash,2,805.9,0.15,5.0,3.0,178,1611.8,1370.03,825.38,544.65,39.75
RET-50353,2023-10-13 19:53:19.555061180,North,Store,Beauty,Credit Card,13,1135.55,0.1,3.9,3.0,22,14762.15,13285.94,6932.09,6353.85,47.82
RET-50354,2023-10-14 15:22:37.508342604,East,Store,Clothing,Net Banking,12,2300.87,0.15,4.1,1.0,24,27610.44,23468.87,14683.19,8785.68,37.44
RET-50355,2023-10-15 10:51:55.461624028,East,Wholesale,Electronics,UPI,5,2853.99,0.1,4.0,5.0,229,14269.95,12842.96,8105.29,4737.67,36.89
RET-50356,2023-10-16 06:21:13.414905452,East,Online,Clothing,Credit Card,3,718.06,0.0,3.2,2.0,72,2154.18,2154.18,1406.84,747.34,34.69
RET-50357,2023-10-17 01:50:31.368186876,South,Online,Office Supplies,Credit Card,5,1032.04,0.1,4.2,1.0,193,5160.2,4644.18,2699.5,1944.68,41.87
RET-50358,2023-10-17 21:19:49.321468300,East,Online,Clothing,Cash,12,1105.07,0.1,4.6,4.0,14,13260.84,11934.76,7400.94,4533.82,37.99
RET-50359,2023-10-18 16:49:07.274749724,North,Online,Furniture,Debit Card,13,499.03,0.0,5.0,3.0,136,6487.39,6487.39,3881.05,2606.34,40.18
RET-50360,2023-10-19 12:18:25.228031144,,Store,Furniture,UPI,5,2207.84,0.05,3.9,6.0,35,11039.2,10487.24,5680.03,4807.21,45.84
RET-50361,2023-10-20 07:47:43.181312568,South,Online,Electronics,Cash,7,1732.18,0.1,4.4,7.0,24,12125.26,10912.73,6562.57,4350.16,39.86
RET-50362,2023-10-21 03:17:01.134593992,North,Store,Beauty,UPI,11,1684.09,0.0,4.6,,218,18524.99,18524.99,12951.71,5573.28,30.09
RET-50363,2023-10-21 22:46:19.087875416,North,Store,Office Supplies,Credit Card,3,1116.99,0.05,4.1,4.0,12,3350.97,3183.42,2584.42,599.0,18.82
RET-50364,2023-10-22 18:15:37.041156840,West,Online,Clothing,Net Banking,11,2112.85,0.05,5.0,2.0,213,23241.35,22079.28,14296.35,7782.93,35.25
RET-50365,2023-10-23 13:44:54.994438264,East,Store,Clothing,Net Banking,4,2244.63,0.1,5.0,3.0,191,8978.52,8080.67,5217.03,2863.64,35.44
RET-50366,2023-10-24 09:14:12.947719688,South,Online,Electronics,Credit Card,12,2550.63,0.05,5.0,3.0,51,30607.56,29077.18,16711.39,12365.79,42.53
RET-50367,2023-10-25 04:43:30.901001112,East,Online,Clothing,Credit Card,2,1074.41,0.1,3.2,4.0,73,2148.82,1933.94,1191.7,742.24,38.38
RET-50368,2023-10-26 00:12:48.854282536,South,Online,Clothing,Debit Card,14,1505.94,0.05,3.9,4.0,68,21083.16,20029.0,15724.75,4304.25,21.49
RET-50369,2023-10-26 19:42:06.807563960,South,Store,Beauty,Cash,11,932.03,0.05,4.5,8.0,142,10252.33,9739.71,5334.72,4404.99,45.23
RET-50370,2023-10-27 15:11:24.760845384,East,Store,Clothing,UPI,4,972.79,0.0,4.1,6.0,99,3891.16,3891.16,2483.62,1407.54,36.17
RET-50371,2023-10-28 10:40:42.714126808,West,Online,Furniture,Net Banking,12,2271.13,0.05,2.9,8.0,224,27253.56,25890.88,20741.68,5149.2,19.89
RET-50372,2023-10-29 06:10:00.667408232,West,Online,Clothing,Credit Card,9,1242.66,0.2,4.2,5.0,17,11183.94,8947.15,6437.49,2509.66,28.05
RET-50373,2023-10-30 01:39:18.620689656,North,Online,Electronics,Net Banking,7,1085.91,0.15,5.0,3.0,227,7601.37,6461.16,4441.43,2019.73,31.26
RET-50374,2023-10-30 21:08:36.573971080,East,Online,Electronics,Net Banking,11,1776.08,0.1,5.0,3.0,78,19536.88,17583.19,11701.26,5881.93,33.45
RET-50375,2023-10-31 16:37:54.527252504,South,Store,Electronics,UPI,10,1849.47,0.15,4.6,4.0,228,18494.7,15720.5,7630.39,8090.11,51.46
RET-50376,2023-11-01 12:07:12.480533928,West,Online,Electronics,Net Banking,2,734.94,0.0,4.1,5.0,16,1469.88,1469.88,984.55,485.33,33.02
RET-50377,2023-11-02 07:36:30.433815352,South,Store,Beauty,UPI,4,787.66,0.15,4.0,7.0,79,3150.64,2678.04,1605.21,1072.83,40.06
RET-50378,2023-11-03 03:05:48.387096776,North,Online,Clothing,Cash,10,1906.59,0.15,4.2,3.0,79,19065.9,16206.02,8606.16,7599.86,46.9
RET-50379,2023-11-03 22:35:06.340378200,East,Store,Electronics,Net Banking,6,1689.21,0.1,3.7,4.0,243,10135.26,9121.73,5639.41,3482.32,38.18
RET-50380,2023-11-04 18:04:24.293659620,North,Online,Office Supplies,Credit Card,5,1047.17,0.15,3.7,5.0,60,5235.85,4450.47,2871.59,1578.88,35.48
RET-50381,2023-11-05 13:33:42.246941044,East,Online,Beauty,UPI,8,2610.72,0.0,4.1,7.0,80,20885.76,20885.76,15126.35,5759.41,27.58
RET-50382,2023-11-06 09:03:00.200222468,East,Wholesale,Office Supplies,Net Banking,3,1125.13,0.0,5.0,4.0,222,3375.39,3375.39,2310.01,1065.38,31.56
RET-50383,2023-11-07 04:32:18.153503892,West,Online,Office Supplies,Credit Card,14,341.96,0.15,4.4,5.0,42,4787.44,4069.32,2291.04,1778.28,43.7
RET-50384,2023-11-08 00:01:36.106785316,South,Wholesale,Beauty,Cash,8,715.33,0.05,4.2,3.0,67,5722.64,5436.51,3719.14,1717.37,31.59
RET-50385,2023-11-08 19:30:54.060066740,West,Online,Electronics,Debit Card,1,460.12,0.15,4.7,5.0,180,460.12,391.1,252.93,138.17,35.33
RET-50386,2023-11-09 15:00:12.013348164,North,Store,Office Supplies,UPI,7,2526.83,0.1,5.0,5.0,81,17687.81,15919.03,9870.8,6048.23,37.99
RET-50387,2023-11-10 10:29:29.966629588,South,Wholesale,Beauty,Debit Card,11,1666.47,0.05,4.8,6.0,233,18331.17,17414.61,12015.51,5399.1,31.0
RET-50388,2023-11-11 05:58:47.919911012,West,Online,Electronics,Cash,9,1296.26,0.15,3.4,7.0,136,11666.34,9916.39,6271.47,3644.92,36.76
RET-50389,2023-11-12 01:28:05.873192436,West,Store,Beauty,Credit Card,8,266.04,0.1,5.0,4.0,198,2128.32,1915.49,1348.39,567.1,29.61
RET-50390,2023-11-12 20:57:23.826473860,West,Store,Furniture,Debit Card,9,459.37,0.0,4.6,6.0,149,4134.33,4134.33,3286.68,847.65,20.5
RET-50391,2023-11-13 16:26:41.779755284,North,Online,Office Supplies,Debit Card,1,1088.0,0.05,3.2,3.0,106,1088.0,1033.6,690.94,342.66,33.15
RET-50392,2023-11-14 11:55:59.733036708,South,Store,Beauty,UPI,7,377.26,0.0,3.8,2.0,132,2640.82,2640.82,1839.14,801.68,30.36
RET-50393,2023-11-15 07:25:17.686318132,North,Store,Electronics,Debit Card,6,2213.31,0.15,2.6,4.0,148,13279.86,11287.88,6491.59,4796.29,42.49
RET-50394,2023-11-16 02:54:35.639599556,South,Wholesale,Electronics,Credit Card,13,,0.15,3.5,4.0,109,14590.16,12401.64,7357.46,5044.18,40.67
RET-50395,2023-11-16 22:23:53.592880980,East,Store,Electronics,Net Banking,9,1093.41,0.0,4.0,8.0,155,9840.69,9840.69,5131.53,4709.16,47.85
RET-50396,2023-11-17 17:53:11.546162404,North,Online,Beauty,Debit Card,3,1151.55,0.05,4.2,6.0,72,3454.65,3281.92,2258.23,1023.69,31.19
RET-50397,2023-11-18 13:22:29.499443828,East,Online,Clothing,Debit Card,12,647.09,0.15,3.8,7.0,151,7765.08,6600.32,3835.43,2764.89,41.89
RET-50398,2023-11-19 08:51:47.452725252,West,Online,Furniture,Debit Card,5,609.13,0.0,4.2,5.0,57,3045.65,3045.65,1693.53,1352.12,44.4
RET-50399,2023-11-20 04:21:05.406006676,West,Store,Furniture,Cash,14,349.31,0.0,3.7,6.0,181,4890.34,4890.34,3926.21,964.13,19.71
RET-50400,2023-11-20 23:50:23.359288100,West,Online,Clothing,Net Banking,5,1218.45,0.0,4.3,4.0,154,6092.25,6092.25,3644.24,2448.01,40.18
RET-50401,2023-11-21 19:19:41.312569520,East,Store,Electronics,Debit Card,12,1562.66,0.15,4.0,6.0,138,18751.92,15939.13,9036.03,6903.1,43.31
RET-50402,2023-11-22 14:48:59.265850944,East,Store,Office Supplies,Debit Card,11,1028.27,0.1,4.4,4.0,189,11310.97,10179.87,5847.49,4332.38,42.56
RET-50403,2023-11-23 10:18:17.219132368,North,Store,Beauty,Cash,11,998.68,0.0,4.6,4.0,21,10985.48,10985.48,7663.79,3321.69,30.24
RET-50404,2023-11-24 05:47:35.172413792,South,Store,Office Supplies,Credit Card,10,651.33,0.0,4.5,1.0,69,6513.3,6513.3,4262.13,2251.17,34.56
RET-50405,2023-11-25 01:16:53.125695216,West,Wholesale,Clothing,Credit Card,1,1412.37,0.0,3.9,5.0,89,1412.37,1412.37,951.88,460.49,32.6
RET-50406,2023-11-25 20:46:11.078976640,North,Wholesale,Electronics,Net Banking,3,243.88,0.1,2.9,6.0,240,731.64,658.48,387.43,271.05,41.16
RET-50407,2023-11-26 16:15:29.032258064,North,Online,Electronics,Net Banking,13,585.34,0.0,4.3,6.0,221,7609.42,7609.42,6111.81,1497.61,19.68
RET-50408,2023-11-27 11:44:46.985539488,South,Wholesale,Clothing,Debit Card,11,782.2,0.1,3.1,5.0,247,8604.2,7743.78,4570.36,3173.42,40.98
RET-50409,2023-11-28 07:14:04.938820912,West,Wholesale,Furniture,Net Banking,7,862.26,0.2,4.5,4.0,106,6035.82,4828.66,2442.93,2385.73,49.41
RET-50410,2023-11-29 02:43:22.892102336,North,Online,Clothing,Debit Card,11,1382.6,0.1,4.8,1.0,24,15208.6,13687.74,9359.77,4327.97,31.62
RET-50411,2023-11-29 22:12:40.845383760,West,Online,Electronics,Cash,10,1058.93,0.05,4.7,2.0,188,10589.3,10059.83,7973.62,2086.21,20.74
RET-50412,2023-11-30 17:41:58.798665184,West,Online,Furniture,UPI,11,1327.6,0.0,4.8,4.0,109,14603.6,14603.6,7943.61,6659.99,45.61
RET-50413,2023-12-01 13:11:16.751946608,North,Online,Electronics,UPI,8,2696.82,0.05,4.7,6.0,239,21574.56,20495.83,10917.77,9578.06,46.73
RET-50414,2023-12-02 08:40:34.705228032,North,Store,Furniture,Cash,2,2927.62,0.1,3.5,7.0,243,5855.24,5269.72,2561.09,2708.63,51.4
RET-50415,2023-12-03 04:09:52.658509456,North,Store,Beauty,Debit Card,6,1828.08,0.0,3.2,7.0,224,10968.48,10968.48,8595.46,2373.02,21.63
RET-50416,2023-12-03 23:39:10.611790880,North,Online,Clothing,Cash,3,2701.78,0.0,2.6,3.0,110,8105.34,8105.34,5362.41,2742.93,33.84
RET-50417,2023-12-04 19:08:28.565072304,East,Online,Furniture,Debit Card,13,3693.55,0.15,4.1,4.0,111,48016.15,40813.73,30089.7,10724.03,26.28
RET-50418,2023-12-05 14:37:46.518353728,North,Online,Furniture,Debit Card,13,1526.68,0.1,4.3,2.0,202,19846.84,17862.16,14600.55,3261.61,18.26
RET-50419,2023-12-06 10:07:04.471635152,South,Store,Furniture,UPI,3,483.56,0.1,4.2,1.0,194,1450.68,1305.61,977.03,328.58,25.17
RET-50420,2023-12-07 05:36:22.424916576,East,Store,Clothing,Credit Card,13,2306.55,0.05,4.0,3.0,62,29985.15,28485.89,19830.45,8655.44,30.39
RET-50421,2023-12-08 01:05:40.378197996,West,Online,Beauty,Net Banking,5,628.53,0.05,4.7,3.0,128,3142.65,2985.52,1722.76,1262.76,42.3
RET-50422,2023-12-08 20:34:58.331479420,South,Store,Office Supplies,Debit Card,3,4025.01,0.1,4.2,3.0,77,12075.03,10867.53,5515.26,5352.27,49.25
RET-50423,2023-12-09 16:04:16.284760844,North,Online,Electronics,Cash,4,3682.53,0.05,3.0,6.0,182,14730.12,13993.61,8212.49,5781.12,41.31
RET-50424,2023-12-10 11:33:34.238042268,South,Store,Office Supplies,Net Banking,8,856.82,0.05,3.1,7.0,185,6854.56,6511.83,3202.95,3308.88,50.81
RET-50425,2023-12-11 07:02:52.191323692,West,Online,Clothing,Debit Card,4,587.11,0.15,4.8,3.0,86,2348.44,1996.17,1533.43,462.74,23.18
RET-50426,2023-12-12 02:32:10.144605116,South,Store,Electronics,Cash,4,766.97,0.2,4.3,8.0,92,3067.88,2454.3,1806.79,647.51,26.38
RET-50427,2023-12-12 22:01:28.097886540,West,Online,Office Supplies,Net Banking,10,1150.3,0.15,3.1,1.0,217,11503.0,9777.55,6937.69,2839.86,29.04
RET-50428,2023-12-13 17:30:46.051167964,North,Store,Office Supplies,Net Banking,6,2759.76,0.15,4.9,5.0,103,16558.56,14074.78,9484.94,4589.84,32.61
RET-50429,2023-12-14 13:00:04.004449388,South,Wholesale,Clothing,UPI,10,537.56,0.1,3.7,6.0,94,5375.6,4838.04,3346.35,1491.69,30.83
RET-50430,2023-12-15 08:29:21.957730812,East,Online,Furniture,Debit Card,1,2128.8,0.05,4.8,2.0,64,2128.8,2022.36,1303.84,718.52,35.53
RET-50431,2023-12-16 03:58:39.911012236,North,Store,Office Supplies,Net Banking,2,312.56,0.15,3.7,6.0,78,625.12,531.35,267.56,263.79,49.65
RET-50432,2023-12-16 23:27:57.864293660,North,Online,Electronics,Cash,4,2641.18,0.1,4.8,4.0,13,10564.72,9508.25,7753.85,1754.4,18.45
RET-50433,2023-12-17 18:57:15.817575084,North,Online,Office Supplies,UPI,6,1152.63,0.0,4.5,5.0,67,6915.78,6915.78,3764.0,3151.78,45.57
RET-50434,2023-12-18 14:26:33.770856508,West,Online,Office Supplies,Debit Card,4,1366.37,0.2,3.7,7.0,178,5465.48,4372.38,2164.27,2208.11,50.5
RET-50435,2023-12-19 09:55:51.724137932,North,Store,Furniture,UPI,6,1120.01,0.15,3.7,6.0,214,6720.06,5712.05,3742.72,1969.33,34.48
RET-50436,2023-12-20 05:25:09.677419356,West,Wholesale,Electronics,Cash,13,2204.62,0.05,4.9,4.0,129,28660.06,27227.06,14167.01,13060.05,47.97
RET-50437,2023-12-21 00:54:27.630700780,North,Online,Beauty,UPI,7,1527.56,0.05,4.2,4.0,202,10692.92,10158.27,6181.67,3976.6,39.15
RET-50438,2023-12-21 20:23:45.583982204,South,Online,Furniture,Debit Card,9,3594.77,0.05,3.3,8.0,53,32352.93,30735.28,23441.15,7294.13,23.73
RET-50439,2023-12-22 15:53:03.537263628,North,Online,Office Supplies,Cash,12,378.23,0.1,3.4,1.0,93,4538.76,4084.88,2542.33,1542.55,37.76
RET-50440,2023-12-23 11:22:21.490545052,East,Online,Electronics,Debit Card,3,666.33,0.05,3.7,6.0,232,1998.99,1899.04,1072.34,826.7,43.53
RET-50441,2023-12-24 06:51:39.443826476,North,Wholesale,Office Supplies,Cash,3,500.28,0.0,3.9,6.0,94,1500.84,1500.84,987.47,513.37,34.21
RET-50442,2023-12-25 02:20:57.397107896,South,Store,Clothing,Debit Card,6,1913.4,0.15,3.2,8.0,16,11480.4,9758.34,5296.46,4461.88,45.72
RET-50443,2023-12-25 21:50:15.350389320,South,Store,Beauty,UPI,9,400.68,0.1,5.0,7.0,147,3606.12,3245.51,1939.25,1306.26,40.25
RET-50444,2023-12-26 17:19:33.303670744,North,Store,Electronics,Debit Card,7,5826.91,0.2,3.4,2.0,191,40788.37,32630.7,26281.89,6348.81,19.46
RET-50445,2023-12-27 12:48:51.256952168,South,Store,Beauty,UPI,2,1273.8,0.1,3.3,6.0,201,2547.6,2292.84,1276.09,1016.75,44.34
RET-50446,2023-12-28 08:18:09.210233592,North,Store,Beauty,Credit Card,9,2655.3,0.05,2.8,5.0,109,23897.7,22702.82,17169.38,5533.44,24.37
RET-50447,2023-12-29 03:47:27.163515016,East,Wholesale,Clothing,Cash,13,640.32,0.15,3.9,6.0,116,8324.16,7075.54,5613.31,1462.23,20.67
RET-50448,2023-12-29 23:16:45.116796440,East,Store,Office Supplies,Net Banking,8,1363.33,0.05,3.8,8.0,232,10906.64,10361.31,8476.87,1884.44,18.19
RET-50449,2023-12-30 18:46:03.070077864,South,Store,Office Supplies,Credit Card,13,1800.53,0.2,4.5,5.0,160,23406.89,18725.51,8992.04,9733.47,51.98
RET-50450,2023-12-31 14:15:21.023359288,North,Store,Office Supplies,Credit Card,6,758.21,0.05,3.7,4.0,204,4549.26,4321.8,2079.52,2242.28,51.88
RET-50451,2024-01-01 09:44:38.976640712,East,Online,Beauty,Debit Card,6,1034.87,0.05,4.0,4.0,228,6209.22,5898.76,3104.42,2794.34,47.37
RET-50452,2024-01-02 05:13:56.929922136,West,Wholesale,Clothing,Net Banking,5,3302.29,0.1,3.9,6.0,35,16511.45,14860.3,10160.78,4699.52,31.62
RET-50453,2024-01-03 00:43:14.883203560,South,Online,Clothing,Net Banking,8,2733.21,0.05,4.0,3.0,37,21865.68,20772.4,13704.97,7067.43,34.02
RET-50454,2024-01-03 20:12:32.836484984,West,Store,Electronics,Net Banking,9,1748.31,0.05,3.7,6.0,243,15734.79,14948.05,11459.78,3488.27,23.34
RET-50455,2024-01-04 15:41:50.789766408,South,Wholesale,Furniture,Debit Card,2,4321.95,0.05,3.6,5.0,206,8643.9,8211.7,4120.97,4090.73,49.82
RET-50456,2024-01-05 11:11:08.743047832,West,Online,Furniture,Cash,14,338.76,0.0,4.1,1.0,80,4742.64,4742.64,3011.3,1731.34,36.51
RET-50457,2024-01-06 06:40:26.696329256,East,Online,Office Supplies,UPI,3,1450.09,0.1,4.7,5.0,67,4350.27,3915.24,2930.13,985.11,25.16
RET-50458,2024-01-07 02:09:44.649610680,West,Online,Furniture,Cash,8,936.53,0.1,5.0,3.0,17,7492.24,6743.02,4714.63,2028.39,30.08
RET-50459,2024-01-07 21:39:02.602892104,East,Wholesale,Clothing,UPI,5,3027.54,0.05,3.3,8.0,109,15137.7,14380.82,8575.41,5805.41,40.37
RET-50460,2024-01-08 17:08:20.556173528,South,Online,Office Supplies,Cash,13,2468.82,0.05,3.4,3.0,44,32094.66,30489.93,16719.53,13770.4,45.16
RET-50461,2024-01-09 12:37:38.509454952,West,Online,Office Supplies,Net Banking,10,2566.28,0.0,3.9,6.0,51,25662.8,25662.8,15919.04,9743.76,37.97
RET-50462,2024-01-10 08:06:56.462736372,West,Online,Beauty,Cash,1,814.12,0.05,4.6,4.0,117,814.12,773.41,412.01,361.4,46.73
RET-50463,2024-01-11 03:36:14.416017796,South,Wholesale,Clothing,Credit Card,1,1728.65,0.1,4.2,3.0,40,1728.65,1555.78,834.14,721.64,46.38
RET-50464,2024-01-11 23:05:32.369299220,East,Store,Beauty,Debit Card,3,2421.73,0.1,3.6,5.0,174,7265.19,6538.67,4962.05,1576.62,24.11
RET-50465,2024-01-12 18:34:50.322580644,West,Store,Office Supplies,Cash,12,2788.71,0.0,4.6,2.0,128,33464.52,33464.52,16719.93,16744.59,50.04
RET-50466,2024-01-13 14:04:08.275862068,North,Store,Furniture,UPI,13,657.15,0.0,3.1,4.0,105,8542.95,8542.95,6551.86,1991.09,23.31
RET-50467,2024-01-14 09:33:26.229143492,North,Store,Office Supplies,Debit Card,8,769.68,0.1,3.8,7.0,28,6157.44,5541.7,2919.82,2621.88,47.31
RET-50468,2024-01-15 05:02:44.182424916,East,Store,Office Supplies,Debit Card,8,1407.35,0.1,3.5,4.0,129,11258.8,10132.92,5442.5,4690.42,46.29
RET-50469,2024-01-16 00:32:02.135706340,East,Online,Furniture,Credit Card,10,2971.25,0.1,3.3,9.0,211,29712.5,26741.25,13684.43,13056.82,48.83
RET-50470,2024-01-16 20:01:20.088987764,South,Wholesale,Clothing,Credit Card,7,1795.9,0.1,3.1,6.0,53,12571.3,11314.17,6686.57,4627.6,40.9
RET-50471,2024-01-17 15:30:38.042269188,East,Online,Clothing,Debit Card,8,2934.67,0.05,3.6,2.0,159,23477.36,22303.49,14877.81,7425.68,33.29
RET-50472,2024-01-18 10:59:55.995550612,North,Online,Office Supplies,Net Banking,6,337.3,0.05,3.5,8.0,226,2023.8,1922.61,1210.5,712.11,37.04
RET-50473,2024-01-19 06:29:13.948832036,South,Wholesale,Beauty,Credit Card,7,1005.77,0.05,3.0,8.0,37,7040.39,6688.37,5210.56,1477.81,22.1
RET-50474,2024-01-20 01:58:31.902113460,West,Online,Clothing,Credit Card,5,1659.59,0.1,3.0,1.0,107,8297.95,7468.16,5203.73,2264.43,30.32
RET-50475,2024-01-20 21:27:49.855394884,North,Online,Electronics,UPI,11,1429.82,0.0,3.5,4.0,178,15728.02,15728.02,9441.23,6286.79,39.97
RET-50476,2024-01-21 16:57:07.808676308,East,Online,Electronics,Cash,10,350.98,0.1,4.3,8.0,77,3509.8,3158.82,1992.7,1166.12,36.92
RET-50477,2024-01-22 12:26:25.761957732,South,Store,Office Supplies,Debit Card,11,2454.43,0.15,3.2,4.0,49,26998.73,22948.92,12729.21,10219.71,44.53
RET-50478,2024-01-23 07:55:43.715239156,South,Store,Clothing,Credit Card,6,1501.99,0.05,4.2,5.0,158,9011.94,8561.34,6144.27,2417.07,28.23
RET-50479,2024-01-24 03:25:01.668520580,North,Store,Beauty,Net Banking,6,886.11,0.0,4.0,3.0,160,5316.66,5316.66,3504.77,1811.89,34.08
RET-50480,2024-01-24 22:54:19.621802004,East,Store,Electronics,Net Banking,7,2613.95,0.1,4.3,5.0,139,18297.65,16467.89,11427.54,5040.35,30.61
RET-50481,2024-01-25 18:23:37.575083428,East,Wholesale,Beauty,Net Banking,9,389.96,0.1,2.9,5.0,74,3509.64,3158.68,1549.73,1608.95,50.94
RET-50482,2024-01-26 13:52:55.528364852,North,Online,Office Supplies,Net Banking,11,860.67,0.15,3.4,8.0,84,9467.37,8047.26,6255.23,1792.03,22.27
RET-50483,2024-01-27 09:22:13.481646272,East,Store,Furniture,Credit Card,1,2131.76,0.0,4.4,3.0,159,2131.76,2131.76,1670.6,461.16,21.63
RET-50484,2024-01-28 04:51:31.434927696,East,Store,Furniture,Debit Card,14,1532.22,0.1,5.0,5.0,59,21451.08,19305.97,14013.59,5292.38,27.41
RET-50485,2024-01-29 00:20:49.388209120,West,Wholesale,Beauty,Net Banking,13,1036.94,0.05,3.6,8.0,43,13480.22,12806.21,6513.47,6292.74,49.14
RET-50486,2024-01-29 19:50:07.341490544,South,Store,Furniture,Net Banking,14,1085.85,0.0,2.9,6.0,140,15201.9,15201.9,9090.1,6111.8,40.2
RET-50487,2024-01-30 15:19:25.294771968,West,Online,Office Supplies,Credit Card,4,1030.99,0.1,4.2,2.0,218,4123.96,3711.56,2127.92,1583.64,42.67
RET-50488,2024-01-31 10:48:43.248053392,North,Store,Clothing,Credit Card,7,2108.61,0.1,4.9,6.0,145,14760.27,13284.24,8285.48,4998.76,37.63
RET-50489,2024-02-01 06:18:01.201334816,North,Store,Furniture,Cash,8,984.64,0.15,4.1,5.0,61,7877.12,6695.55,3446.29,3249.26,48.53
RET-50490,2024-02-02 01:47:19.154616240,West,Online,Beauty,UPI,2,1864.46,0.05,3.5,1.0,233,3728.92,3542.47,1975.52,1566.95,44.23
RET-50491,2024-02-02 21:16:37.107897664,West,Online,Beauty,Credit Card,6,309.04,0.05,3.5,7.0,75,1854.24,1761.53,1113.54,647.99,36.79
RET-50492,2024-02-03 16:45:55.061179088,West,Online,Beauty,Net Banking,1,2668.31,0.05,4.7,2.0,60,2668.31,2534.89,1963.31,571.58,22.55
RET-50493,2024-02-04 12:15:13.014460512,West,Wholesale,Clothing,UPI,2,5866.94,0.1,5.0,7.0,164,11733.88,10560.49,8073.95,2486.54,23.55
RET-50494,2024-02-05 07:44:30.967741936,South,Online,Furniture,Credit Card,7,1660.45,0.1,4.9,5.0,95,11623.15,10460.83,7340.5,3120.33,29.83
RET-50495,2024-02-06 03:13:48.921023360,East,Online,Office Supplies,Net Banking,5,1134.37,0.0,4.4,6.0,180,5671.85,5671.85,2765.22,2906.63,51.25
RET-50496,2024-02-06 22:43:06.874304784,South,Store,Furniture,Debit Card,2,847.49,0.2,4.3,2.0,149,1694.98,1355.98,880.37,475.61,35.08
RET-50497,2024-02-07 18:12:24.827586208,West,Store,Electronics,Debit Card,12,1891.12,0.15,3.9,3.0,28,22693.44,19289.42,15365.27,3924.15,20.34
