Order_ID,Order_Date,Region,Sales_Channel,Product_Category,Customer_Age,Units_Sold,Unit_Price,Discount,Customer_Rating,Revenue
ORD-10474,2024-06-16 00:48:48.813559320,East,Store,Electronics,40.0,11,1716.11,0.0,3.7,18877.21
ORD-10475,2024-06-17 03:48:32.172573184,East,Store,Furniture,26.0,8,1469.56,0.1,3.4,10580.83
ORD-10476,2024-06-18 06:48:15.531587056,North,Wholesale,Clothing,52.0,6,2410.41,0.15,3.7,12293.09
ORD-10477,2024-06-19 09:47:58.890600920,North,Online,Clothing,49.0,2,1596.4,0.05,2.2,3033.16
ORD-10478,2024-06-20 12:47:42.249614792,East,Store,Beauty,43.0,2,2021.17,0.0,4.0,4042.34
ORD-10479,2024-06-21 15:47:25.608628656,East,Online,Clothing,30.0,10,1505.7,0.0,3.9,15057.0
ORD-10480,2024-06-22 18:47:08.967642528,West,Store,Beauty,21.0,10,686.17,0.15,5.0,5832.44
ORD-10481,2024-06-23 21:46:52.326656392,West,Wholesale,Office Supplies,64.0,1,2479.58,0.0,4.4,2479.58
ORD-10482,2024-06-25 00:46:35.685670256,South,Wholesale,Clothing,29.0,5,1006.41,0.0,3.6,5032.05
ORD-10483,2024-06-26 03:46:19.044684128,North,Online,Clothing,49.0,7,2309.37,0.0,4.3,16165.59
ORD-10484,2024-06-27 06:46:02.403697992,South,Online,Beauty,21.0,8,2115.11,0.15,3.1,14382.75
ORD-10485,2024-06-28 09:45:45.762711864,West,Wholesale,Beauty,50.0,1,557.97,0.05,3.5,530.07
ORD-10486,2024-06-29 12:45:29.121725728,South,Wholesale,Beauty,27.0,10,1091.49,0.1,2.7,9823.41
ORD-10487,2024-06-30 15:45:12.480739600,West,Online,Beauty,51.0,6,1414.42,0.1,4.8,7637.87
ORD-10488,2024-07-01 18:44:55.839753464,East,Wholesale,Furniture,27.0,6,1184.46,0.05,4.3,6751.42
ORD-10489,2024-07-02 21:44:39.198767336,East,Online,Beauty,41.0,4,913.45,0.1,3.1,3288.42
ORD-10490,2024-07-04 00:44:22.557781200,North,Online,Electronics,37.0,1,2355.07,0.1,3.9,2119.56
ORD-10491,2024-07-05 03:44:05.916795064,East,Store,Furniture,42.0,11,1620.37,0.1,,16041.66
ORD-10492,2024-07-06 06:43:49.275808936,South,Online,Clothing,33.0,10,2089.27,0.05,4.2,19848.06
ORD-10493,2024-07-07 09:43:32.634822800,West,Online,Clothing,34.0,10,1477.12,0.0,4.1,14771.2
ORD-10494,2024-07-08 12:43:15.993836672,North,Online,Electronics,35.0,8,2029.0,0.1,3.3,14608.8
ORD-10495,2024-07-09 15:42:59.352850536,North,Online,Clothing,48.0,6,1236.64,0.05,3.5,7048.85
ORD-10496,2024-07-10 18:42:42.711864408,East,Online,Furniture,57.0,11,1780.11,0.05,4.0,18602.15
ORD-10497,2024-07-11 21:42:26.070878272,East,Online,Clothing,35.0,2,2236.38,0.15,4.5,3801.85
ORD-10498,2024-07-13 00:42:09.429892136,West,Store,Beauty,19.0,3,1833.8,0.05,3.4,5226.33
ORD-10499,2024-07-14 03:41:52.788906008,East,Store,Furniture,27.0,5,1457.17,0.0,3.2,7285.85
ORD-10500,2024-07-15 06:41:36.147919872,South,Store,Office Supplies,22.0,9,985.0,0.1,4.6,7978.5
ORD-10501,2024-07-16 09:41:19.506933744,South,Store,Electronics,48.0,4,1925.72,0.1,3.3,6932.59
ORD-10502,2024-07-17 12:41:02.865947608,South,Online,Office Supplies,56.0,10,2058.71,0.0,4.6,20587.1
ORD-10503,2024-07-18 15:40:46.224961480,East,Online,Beauty,28.0,4,1606.23,0.05,4.1,6103.67
ORD-10504,2024-07-19 18:40:29.583975344,East,Online,Beauty,43.0,4,1223.01,0.1,4.5,4402.84
ORD-10505,2024-07-20 21:40:12.942989216,South,Online,Clothing,40.0,4,2206.94,0.05,5.0,8386.37
ORD-10506,2024-07-22 00:39:56.302003080,North,Store,Furniture,39.0,5,3661.3,0.2,4.3,14645.2
ORD-10507,2024-07-23 03:39:39.661016944,East,Online,Furniture,60.0,9,1573.15,0.15,4.4,12034.6
ORD-10508,2024-07-24 06:39:23.020030816,North,Online,Beauty,30.0,4,2052.55,0.1,3.3,7389.18
ORD-10509,2024-07-25 09:39:06.379044680,North,Store,Clothing,47.0,6,2083.04,0.15,3.4,10623.5
ORD-10510,2024-07-26 12:38:49.738058552,South,Online,Beauty,44.0,1,200.0,0.0,4.3,200.0
ORD-10511,2024-07-27 15:38:33.097072416,,Online,Furniture,60.0,7,1892.9,0.0,4.9,13250.3
ORD-10512,2024-07-28 18:38:16.456086288,South,Store,Furniture,28.0,3,1270.11,0.15,4.8,3238.78
ORD-10513,2024-07-29 21:37:59.815100152,East,Store,Beauty,62.0,6,2838.52,0.1,5.0,15328.01
ORD-10514,2024-07-31 00:37:43.174114016,North,Online,Furniture,59.0,4,1609.51,0.0,4.1,6438.04
ORD-10515,2024-08-01 03:37:26.533127888,South,Store,Clothing,39.0,5,1216.85,0.1,4.0,5475.82
ORD-10516,2024-08-02 06:37:09.892141752,West,Online,Electronics,57.0,2,1636.13,0.1,4.6,2945.03
ORD-10517,2024-08-03 09:36:53.251155624,West,Online,Electronics,49.0,6,1924.92,0.1,3.9,10394.57
ORD-10518,2024-08-04 12:36:36.610169488,East,Store,Beauty,33.0,9,1380.07,0.0,3.9,12420.63
ORD-10519,2024-08-05 15:36:19.969183360,West,Online,Furniture,58.0,7,1760.5,0.0,3.2,12323.5
ORD-10520,2024-08-06 18:36:03.328197224,South,Online,Electronics,19.0,5,784.38,0.05,4.5,3725.8
ORD-10521,2024-08-07 21:35:46.687211088,North,Store,Furniture,24.0,10,1631.06,0.0,3.2,16310.6
ORD-10522,2024-08-09 00:35:30.046224960,North,Store,Electronics,60.0,7,2381.75,0.0,4.2,16672.25
ORD-10523,2024-08-10 03:35:13.405238824,North,Online,Clothing,56.0,7,3276.88,0.1,3.0,20644.34
ORD-10524,2024-08-11 06:34:56.764252696,West,Store,Beauty,32.0,4,2329.89,0.05,4.6,8853.58
ORD-10525,2024-08-12 09:34:40.123266560,West,Online,Electronics,65.0,8,2003.95,0.0,3.2,16031.6
ORD-10526,2024-08-13 12:34:23.482280432,North,Wholesale,Office Supplies,49.0,4,2687.82,0.15,4.4,9138.59
ORD-10527,2024-08-14 15:34:06.841294296,East,Online,Furniture,29.0,3,2564.33,0.05,2.9,7308.34
ORD-10528,2024-08-15 18:33:50.200308168,North,Online,Clothing,59.0,9,3047.88,0.15,3.6,23316.28
ORD-10529,2024-08-16 21:33:33.559322032,West,Online,Clothing,65.0,7,2611.99,0.1,4.7,16455.54
ORD-10530,2024-08-18 00:33:16.918335896,North,Wholesale,Clothing,56.0,6,1711.6,0.1,3.4,9242.64
ORD-10531,2024-08-19 03:33:00.277349768,East,Online,Electronics,47.0,8,1993.84,0.05,3.9,15153.18
ORD-10532,2024-08-20 06:32:43.636363632,North,Store,Electronics,59.0,7,1934.37,0.1,3.6,12186.53
ORD-10533,2024-08-21 09:32:26.995377504,East,Wholesale,Beauty,56.0,9,2026.6,0.0,2.4,18239.4
ORD-10534,2024-08-22 12:32:10.354391368,West,Wholesale,Electronics,41.0,5,1950.24,0.05,4.1,9263.64
ORD-10535,2024-08-23 15:31:53.713405240,East,Online,Office Supplies,54.0,11,1213.18,0.15,4.2,11343.23
ORD-10536,2024-08-24 18:31:37.072419104,South,Store,Office Supplies,58.0,7,222.27,0.0,3.2,1555.89
ORD-10537,2024-08-25 21:31:20.431432968,West,Store,Furniture,19.0,6,1296.24,0.05,4.3,7388.57
ORD-10538,2024-08-27 00:31:03.790446840,South,Store,Electronics,40.0,10,280.47,0.1,3.4,2524.23
ORD-10539,2024-08-28 03:30:47.149460704,West,Online,Electronics,62.0,11,1850.97,0.05,3.2,19342.64
ORD-10540,2024-08-29 06:30:30.508474576,West,Online,Office Supplies,30.0,3,1803.4,0.05,3.9,5139.69
ORD-10541,2024-08-30 09:30:13.867488440,South,Online,Electronics,47.0,3,543.32,0.15,3.5,1385.47
ORD-10542,2024-08-31 12:29:57.226502312,East,Online,Clothing,41.0,6,2316.13,0.0,5.0,13896.78
ORD-10543,2024-09-01 15:29:40.585516176,West,Store,Beauty,46.0,1,2450.14,0.0,2.9,2450.14
ORD-10544,2024-09-02 18:29:23.944530048,North,Online,Clothing,34.0,8,1871.89,0.15,4.4,12728.85
ORD-10545,2024-09-03 21:29:07.303543912,North,Online,Beauty,48.0,8,3050.75,0.05,4.5,23185.7
ORD-10546,2024-09-05 00:28:50.662557776,South,Online,Clothing,54.0,1,3203.75,0.05,2.6,3043.56
ORD-10547,2024-09-06 03:28:34.021571648,North,Online,Clothing,53.0,3,895.5,0.15,2.8,2283.52
ORD-10548,2024-09-07 06:28:17.380585512,West,Online,Electronics,57.0,11,2577.53,0.05,4.3,26935.19
ORD-10549,2024-09-08 09:28:00.739599384,West,Wholesale,Office Supplies,30.0,2,2130.64,0.2,3.6,3409.02
ORD-10550,2024-09-09 12:27:44.098613248,South,Online,Furniture,24.0,6,2113.74,0.15,4.1,10780.07
ORD-10551,2024-09-10 15:27:27.457627120,South,Online,Electronics,44.0,8,2500.84,0.15,4.6,17005.71
ORD-10552,2024-09-11 18:27:10.816640984,East,Store,Beauty,25.0,3,1260.62,0.0,3.7,3781.86
ORD-10553,2024-09-12 21:26:54.175654848,South,Online,Beauty,48.0,4,1355.72,0.0,3.2,5422.88
ORD-10554,2024-09-14 00:26:37.534668720,North,Online,Electronics,36.0,9,1180.0,0.15,2.1,9027.0
ORD-10555,2024-09-15 03:26:20.893682584,East,Wholesale,Beauty,52.0,5,1233.82,0.15,4.0,5243.74
ORD-10556,2024-09-16 06:26:04.252696456,East,Wholesale,Office Supplies,40.0,9,1726.12,0.0,3.3,15535.08
ORD-10557,2024-09-17 09:25:47.611710320,North,Store,Clothing,44.0,1,711.13,0.0,4.1,711.13
ORD-10558,2024-09-18 12:25:30.970724192,West,Online,Electronics,63.0,7,1015.7,0.0,4.1,7109.9
ORD-10559,2024-09-19 15:25:14.329738056,East,Online,Beauty,48.0,4,2233.15,0.0,3.0,8932.6
ORD-10560,2024-09-20 18:24:57.688751920,West,Online,Beauty,63.0,11,1746.78,0.05,5.0,18253.85
ORD-10561,2024-09-21 21:24:41.047765792,West,Online,Clothing,29.0,5,2087.22,0.1,4.6,9392.49
ORD-10562,2024-09-23 00:24:24.406779656,East,Online,Electronics,64.0,1,383.05,0.1,4.5,344.74
ORD-10563,2024-09-24 03:24:07.765793528,South,Online,Office Supplies,28.0,10,1212.11,0.0,3.1,12121.1
ORD-10564,2024-09-25 06:23:51.124807392,South,Store,Office Supplies,53.0,6,1383.43,0.0,3.6,8300.58
ORD-10565,2024-09-26 09:23:34.483821264,,Online,Furniture,20.0,1,1824.4,0.0,3.5,1824.4
ORD-10566,2024-09-27 12:23:17.842835128,North,Online,Office Supplies,50.0,9,1360.29,0.05,3.6,11630.48
ORD-10567,2024-09-28 15:23:01.201849000,North,Wholesale,Clothing,60.0,7,2499.91,0.0,3.2,17499.37
ORD-10568,2024-09-29 18:22:44.560862864,East,Online,Clothing,30.0,11,1756.29,0.15,4.2,16421.31
ORD-10569,2024-09-30 21:22:27.919876728,West,Online,Furniture,25.0,8,1812.76,0.05,4.0,13776.98
ORD-10570,2024-10-02 00:22:11.278890600,West,Online,Beauty,35.0,8,1810.15,0.0,4.1,14481.2
ORD-10571,2024-10-03 03:21:54.637904464,West,Store,Office Supplies,21.0,3,2330.99,0.1,3.6,6293.67
ORD-10572,2024-10-04 06:21:37.996918336,North,Store,Clothing,18.0,7,1446.28,0.2,4.7,8099.17
ORD-10573,2024-10-05 09:21:21.355932200,South,Store,Beauty,38.0,2,2641.8,0.15,4.0,4491.06
ORD-10574,2024-10-06 12:21:04.714946072,South,Store,Furniture,57.0,5,2145.04,0.1,2.1,9652.68
ORD-10575,2024-10-07 15:20:48.073959936,East,Online,Beauty,37.0,5,1915.53,0.05,3.5,9098.77
ORD-10576,2024-10-08 18:20:31.432973800,East,Online,Electronics,31.0,7,1831.3,0.05,3.9,12178.14
ORD-10577,2024-10-09 21:20:14.791987672,North,Store,Furniture,28.0,3,2190.23,0.05,4.5,6242.16
ORD-10578,2024-10-11 00:19:58.151001536,East,Wholesale,Clothing,21.0,7,2561.54,0.15,3.7,15241.16
ORD-10579,2024-10-12 03:19:41.510015408,East,Store,Clothing,36.0,4,2509.15,0.15,3.7,8531.11
ORD-10580,2024-10-13 06:19:24.869029272,West,Store,Beauty,33.0,10,2081.9,0.1,3.5,18737.1
ORD-10581,2024-10-14 09:19:08.228043144,,Store,Office Supplies,39.0,11,2457.54,0.15,4.3,22978.0
ORD-10582,2024-10-15 12:18:51.587057008,North,Online,Electronics,33.0,10,1888.77,0.1,3.6,16998.93
ORD-10583,2024-10-16 15:18:34.946070872,West,Wholesale,Office Supplies,46.0,3,2739.37,0.1,3.5,7396.3
ORD-10584,2024-10-17 18:18:18.305084744,North,Online,Clothing,52.0,9,1780.05,0.05,3.4,15219.43
ORD-10585,2024-10-18 21:18:01.664098608,North,Online,Electronics,18.0,11,243.65,0.0,4.3,2680.15
ORD-10586,2024-10-20 00:17:45.023112480,West,Store,Electronics,18.0,11,2803.41,0.0,3.6,30837.51
ORD-10587,2024-10-21 03:17:28.382126344,South,Store,Office Supplies,31.0,10,1880.89,0.15,2.8,15987.56
ORD-10588,2024-10-22 06:17:11.741140216,East,Store,Office Supplies,29.0,1,921.69,0.15,4.3,783.44
ORD-10589,2024-10-23 09:16:55.100154080,North,Online,Office Supplies,22.0,2,1651.33,0.15,3.4,2807.26
ORD-10590,2024-10-24 12:16:38.459167952,East,Online,Office Supplies,61.0,9,1137.12,0.15,4.1,8698.97
ORD-10591,2024-10-25 15:16:21.818181816,South,Online,Clothing,22.0,4,3375.16,0.15,4.1,11475.54
ORD-10592,2024-10-26 18:16:05.177195680,West,Wholesale,Clothing,59.0,6,2173.26,0.05,4.7,12387.58
ORD-10593,2024-10-27 21:15:48.536209552,East,Wholesale,Office Supplies,21.0,6,623.47,0.15,4.6,3179.7
ORD-10594,2024-10-29 00:15:31.895223416,West,Online,Beauty,48.0,9,2209.62,0.0,3.5,19886.58
ORD-10595,2024-10-30 03:15:15.254237288,West,Wholesale,Office Supplies,36.0,9,1500.95,0.1,3.8,12157.7
ORD-10596,2024-10-31 06:14:58.613251152,West,Online,Clothing,44.0,4,3237.59,0.0,3.1,12950.36
ORD-10597,2024-11-01 09:14:41.972265024,North,Online,Clothing,43.0,9,1010.48,0.2,5.0,7275.46
ORD-10598,2024-11-02 12:14:25.331278888,West,Store,Furniture,28.0,6,200.0,0.15,4.2,1020.0
ORD-10599,2024-11-03 15:14:08.690292752,East,Online,Clothing,22.0,7,1849.4,0.0,4.8,12945.8
ORD-10600,2024-11-04 18:13:52.049306624,South,Online,Clothing,60.0,10,1538.98,0.15,3.7,13081.33
ORD-10601,2024-11-05 21:13:35.408320488,South,Online,Office Supplies,53.0,4,1487.56,0.15,2.6,5057.7
ORD-10602,2024-11-07 00:13:18.767334360,East,Store,Office Supplies,54.0,1,200.0,0.0,4.9,200.0
ORD-10603,2024-11-08 03:13:02.126348224,North,Store,Office Supplies,47.0,8,2120.11,0.1,4.0,15264.79
ORD-10604,2024-11-09 06:12:45.485362096,North,Wholesale,Office Supplies,42.0,4,3055.01,0.05,4.0,11609.04
ORD-10605,2024-11-10 09:12:28.844375960,West,Wholesale,Clothing,58.0,3,368.21,0.1,3.9,994.17
ORD-10606,2024-11-11 12:12:12.203389832,West,Online,Furniture,25.0,6,2678.42,0.15,4.3,13659.94
ORD-10607,2024-11-12 15:11:55.562403696,East,Online,Electronics,47.0,10,1373.46,0.1,4.2,12361.14
ORD-10608,2024-11-13 18:11:38.921417560,West,Wholesale,Office Supplies,28.0,10,3561.75,0.0,2.9,35617.5
ORD-10609,2024-11-14 21:11:22.280431432,South,Store,Beauty,49.0,9,2127.01,0.1,4.6,17228.78
ORD-10610,2024-11-16 00:11:05.639445296,East,Online,Furniture,36.0,3,1659.12,0.1,3.6,4479.62
ORD-10611,2024-11-17 03:10:48.998459168,North,Online,Furniture,38.0,11,2629.04,0.0,3.6,28919.44
ORD-10612,2024-11-18 06:10:32.357473032,South,Wholesale,Furniture,,10,2194.52,0.0,5.0,21945.2
ORD-10613,2024-11-19 09:10:15.716486904,North,Store,Beauty,46.0,1,1355.66,0.05,4.5,1287.88
ORD-10614,2024-11-20 12:09:59.075500768,South,Online,Electronics,20.0,3,2332.66,0.0,3.7,6997.98
ORD-10615,2024-11-21 15:09:42.434514632,South,Store,Office Supplies,55.0,2,1416.98,0.0,2.7,2833.96
ORD-10616,2024-11-22 18:09:25.793528504,South,Store,Office Supplies,37.0,4,458.63,0.1,4.0,1651.07
ORD-10617,2024-11-23 21:09:09.152542368,South,Online,Office Supplies,65.0,8,3323.69,0.2,4.3,21271.62
ORD-10618,2024-11-25 00:08:52.511556240,North,Wholesale,Furniture,39.0,7,1537.81,0.1,3.8,9688.2
ORD-10619,2024-11-26 03:08:35.870570104,South,Wholesale,Clothing,23.0,2,1343.24,0.1,3.1,2417.83
ORD-10620,2024-11-27 06:08:19.229583976,West,Online,Beauty,31.0,8,2054.04,0.15,3.4,13967.47
ORD-10621,2024-11-28 09:08:02.588597840,South,Online,Office Supplies,40.0,7,630.28,0.1,3.1,3970.76
ORD-10622,2024-11-29 12:07:45.947611704,East,Online,Beauty,36.0,10,784.82,0.1,4.0,7063.38
ORD-10623,2024-11-30 15:07:29.306625576,North,Store,Electronics,30.0,4,1425.26,0.0,4.4,5701.04
ORD-10624,2024-12-01 18:07:12.665639440,South,Store,Furniture,33.0,10,1410.21,0.15,4.6,11986.78
ORD-10625,2024-12-02 21:06:56.024653312,West,Store,Beauty,53.0,8,1853.92,0.0,3.4,14831.36
ORD-10626,2024-12-04 00:06:39.383667176,East,Store,Clothing,36.0,3,2641.92,0.0,4.1,7925.76
ORD-10627,2024-12-05 03:06:22.742681048,North,Online,Electronics,25.0,4,1444.48,0.1,4.3,5200.13
ORD-10628,2024-12-06 06:06:06.101694912,East,Store,Beauty,47.0,9,2169.6,0.1,3.6,17573.76
ORD-10629,2024-12-07 09:05:49.460708784,West,Online,Beauty,53.0,8,2251.16,0.15,3.8,15307.89
ORD-10630,2024-12-08 12:05:32.819722648,South,Store,Furniture,41.0,7,986.94,0.05,5.0,6563.15
ORD-10631,2024-12-09 15:05:16.178736512,North,Online,Electronics,52.0,5,1971.34,0.15,4.0,8378.2
ORD-10632,2024-12-10 18:04:59.537750384,West,Online,Office Supplies,27.0,5,1093.0,0.1,4.5,4918.5
ORD-10633,2024-12-11 21:04:42.896764248,South,Wholesale,Office Supplies,24.0,7,,0.15,3.6,15457.62
ORD-10634,2024-12-13 00:04:26.255778120,West,Store,Office Supplies,56.0,9,2141.32,0.1,3.9,17344.69
ORD-10635,2024-12-14 03:04:09.614791984,South,Online,Clothing,55.0,3,1812.38,0.0,2.8,5437.14
ORD-10636,2024-12-15 06:03:52.973805856,South,Online,Clothing,42.0,10,795.23,0.0,3.9,7952.3
ORD-10637,2024-12-16 09:03:36.332819720,West,Store,Clothing,41.0,3,1886.99,0.1,4.7,5094.87
ORD-10638,2024-12-17 12:03:19.691833584,North,Online,Beauty,40.0,6,1224.73,0.05,5.0,6980.96
ORD-10639,2024-12-18 15:03:03.050847456,North,Online,Clothing,28.0,4,2329.47,0.05,4.7,8851.99
ORD-10640,2024-12-19 18:02:46.409861320,West,Online,Electronics,52.0,11,1710.51,0.05,4.3,17874.83
ORD-10641,2024-12-20 21:02:29.768875192,West,Store,Electronics,36.0,2,1190.74,0.0,3.9,2381.48
ORD-10642,2024-12-22 00:02:13.127889056,West,Online,Beauty,54.0,2,2494.14,0.1,3.5,4489.45
ORD-10643,2024-12-23 03:01:56.486902928,North,Store,Beauty,39.0,8,2341.15,0.05,3.8,17792.74
ORD-10644,2024-12-24 06:01:39.845916792,North,Online,Clothing,58.0,2,1355.03,0.15,4.3,2303.55
ORD-10645,2024-12-25 09:01:23.204930656,South,Store,Furniture,58.0,11,2671.52,0.0,3.4,29386.72
ORD-10646,2024-12-26 12:01:06.563944528,East,Online,Clothing,56.0,9,1576.2,0.2,4.5,11348.64
ORD-10647,2024-12-27 15:00:49.922958392,West,Wholesale,Electronics,30.0,10,1568.14,0.15,3.3,13329.19
ORD-10648,2024-12-28 18:00:33.281972264,West,Wholesale,Clothing,50.0,4,1892.85,0.05,2.7,7192.83
ORD-10649,2024-12-29 21:00:16.640986128,South,Online,Furniture,54.0,9,1235.52,0.15,3.2,9451.73
ORD-10650,2024-12-31 00:00:00.000000000,West,Online,Beauty,52.0,7,1468.77,0.1,2.8,9253.25
ORD-10011,2023-01-12 05:57:13.590138674,South,Online,Clothing,43.0,5,3374.49,0.1,4.7,15185.2
ORD-10076,2023-03-26 08:39:11.926040061,North,Online,Electronics,50.0,9,2829.24,0.1,4.3,22916.84
ORD-10211,2023-08-25 05:01:45.392912172,East,Online,Beauty,56.0,9,2372.72,0.0,4.1,21354.48
